,id,terrestrial_date,sol,ls,month,min_temp,pressure,terrestrial_date 
180,107,2013-02-24,197,270,10,-68.0,915.0,2013-02-24
181,108,2013-02-25,198,271,10,-67.0,914.0,2013-02-25
182,109,2013-02-26,199,271,10,-66.0,917.0,2013-02-26
183,116,2013-03-23,223,287,10,-71.0,895.0,2013-03-23
184,117,2013-03-24,224,287,10,-69.0,894.0,2013-03-24
185,118,2013-03-25,225,288,10,-71.0,894.0,2013-03-25
186,119,2013-03-26,226,288,10,-70.0,894.0,2013-03-26
187,120,2013-03-27,227,289,10,-70.0,892.0,2013-03-27
188,121,2013-03-28,228,290,10,-71.0,894.0,2013-03-28
189,122,2013-03-29,229,290,10,-69.0,894.0,2013-03-29
190,124,2013-03-30,230,291,10,-69.0,888.0,2013-03-30
191,125,2013-03-31,231,292,10,-71.0,890.0,2013-03-31
192,126,2013-04-01,232,292,10,-69.0,888.0,2013-04-01
193,127,2013-04-02,233,293,10,-69.0,889.0,2013-04-02
194,128,2013-04-03,234,293,10,-69.0,890.0,2013-04-03
195,129,2013-04-04,235,294,10,-70.0,886.0,2013-04-04
196,130,2013-04-05,236,295,10,-72.0,886.0,2013-04-05
197,131,2013-04-06,237,295,10,-71.0,883.0,2013-04-06
198,132,2013-04-07,238,296,10,-70.0,885.0,2013-04-07
199,133,2013-04-08,239,297,10,-73.0,885.0,2013-04-08
200,135,2013-04-09,240,297,10,-70.0,884.0,2013-04-09
201,136,2013-04-10,241,298,10,-72.0,884.0,2013-04-10
202,137,2013-04-11,242,298,10,-70.0,881.0,2013-04-11
203,138,2013-04-12,243,299,10,-71.0,884.0,2013-04-12
204,139,2013-04-13,244,300,11,-69.0,878.0,2013-04-13
205,140,2013-04-14,245,300,11,-70.0,879.0,2013-04-14
206,141,2013-04-15,246,301,11,-73.0,878.0,2013-04-15
207,142,2013-04-16,247,301,11,-71.0,873.0,2013-04-16
208,143,2013-04-17,248,302,11,-70.0,877.0,2013-04-17
209,144,2013-04-18,249,303,11,-69.0,873.0,2013-04-18
210,146,2013-04-19,250,303,11,-70.0,877.0,2013-04-19
211,147,2013-04-20,251,304,11,-71.0,876.0,2013-04-20
212,148,2013-04-22,252,304,11,-71.0,874.0,2013-04-22
213,149,2013-04-23,253,305,11,-71.0,877.0,2013-04-23
214,150,2013-04-24,254,306,11,-70.0,871.0,2013-04-24
215,151,2013-04-25,255,306,11,-69.0,877.0,2013-04-25
216,152,2013-04-26,256,307,11,-70.0,871.0,2013-04-26
217,153,2013-04-27,257,308,11,-70.0,871.0,2013-04-27
218,154,2013-04-28,258,308,11,-71.0,869.0,2013-04-28
219,155,2013-04-29,259,309,11,-72.0,871.0,2013-04-29
220,157,2013-04-30,260,309,11,-70.0,875.0,2013-04-30
221,158,2013-05-01,261,310,11,-70.0,868.0,2013-05-01
222,161,2013-05-08,268,314,11,-70.0,864.0,2013-05-08
223,162,2013-05-09,269,315,11,-72.0,866.0,2013-05-09
224,164,2013-05-10,270,315,11,-67.0,863.0,2013-05-10
225,165,2013-05-11,271,316,11,-69.0,864.0,2013-05-11
226,166,2013-05-12,272,316,11,-71.0,864.0,2013-05-12
227,167,2013-05-13,273,317,11,-70.0,861.0,2013-05-13
228,168,2013-05-14,274,318,11,-70.0,861.0,2013-05-14
229,169,2013-05-15,275,318,11,-67.0,860.0,2013-05-15
230,244,2013-05-16,276,319,11,-69.0,858.0,2013-05-16
231,245,2013-05-17,277,319,11,-69.0,857.0,2013-05-17
232,246,2013-05-18,278,320,11,-67.0,855.0,2013-05-18
233,247,2013-05-19,279,321,11,-68.0,856.0,2013-05-19
234,248,2013-05-20,280,321,11,-69.0,856.0,2013-05-20
235,249,2013-05-21,281,322,11,-68.0,855.0,2013-05-21
236,250,2013-05-22,282,322,11,-72.0,856.0,2013-05-22
237,251,2013-05-23,283,323,11,-68.0,854.0,2013-05-23
238,252,2013-05-24,284,323,11,-71.0,854.0,2013-05-24
239,253,2013-05-25,285,324,11,-70.0,852.0,2013-05-25
240,254,2013-05-26,286,325,11,-71.0,854.0,2013-05-26
241,255,2013-05-27,287,325,11,-72.0,856.0,2013-05-27
242,256,2013-05-29,288,326,11,-69.0,854.0,2013-05-29
243,257,2013-05-30,289,326,11,-71.0,854.0,2013-05-30
244,258,2013-05-31,290,327,11,-71.0,853.0,2013-05-31
245,259,2013-06-01,291,327,11,-70.0,853.0,2013-06-01
246,260,2013-06-02,292,328,11,-71.0,853.0,2013-06-02
247,261,2013-06-03,293,329,11,-72.0,850.0,2013-06-03
248,262,2013-06-04,294,329,11,-72.0,852.0,2013-06-04
249,263,2013-06-05,295,330,12,-71.0,853.0,2013-06-05
250,264,2013-06-06,296,330,12,-71.0,850.0,2013-06-06
251,265,2013-06-07,297,331,12,-72.0,849.0,2013-06-07
252,266,2013-06-08,298,331,12,-72.0,850.0,2013-06-08
253,267,2013-06-09,299,332,12,-71.0,849.0,2013-06-09
254,286,2013-06-10,300,333,12,-72.0,852.0,2013-06-10
255,276,2013-06-11,301,333,12,-73.0,852.0,2013-06-11
256,287,2013-06-12,302,334,12,-71.0,850.0,2013-06-12
257,283,2013-06-13,303,334,12,-71.0,849.0,2013-06-13
258,281,2013-06-14,304,335,12,-70.0,848.0,2013-06-14
259,275,2013-06-15,305,335,12,-71.0,847.0,2013-06-15
260,280,2013-06-16,306,336,12,-71.0,848.0,2013-06-16
261,279,2013-06-17,307,336,12,-72.0,851.0,2013-06-17
262,282,2013-06-18,308,337,12,-73.0,850.0,2013-06-18
263,284,2013-06-19,309,338,12,-72.0,848.0,2013-06-19
264,278,2013-06-20,310,338,12,-71.0,849.0,2013-06-20
265,277,2013-06-21,311,339,12,-74.0,846.0,2013-06-21
266,285,2013-06-22,312,339,12,-71.0,845.0,2013-06-22
267,274,2013-06-23,313,340,12,-77.0,849.0,2013-06-23
268,272,2013-06-24,314,340,12,-73.0,848.0,2013-06-24
269,273,2013-06-25,315,341,12,-74.0,850.0,2013-06-25
270,288,2013-06-26,316,341,12,-74.0,851.0,2013-06-26
271,268,2013-06-27,317,342,12,-72.0,849.0,2013-06-27
272,270,2013-06-28,318,342,12,-74.0,849.0,2013-06-28
273,271,2013-06-29,319,343,12,-73.0,847.0,2013-06-29
274,269,2013-06-30,320,344,12,-74.0,846.0,2013-06-30
275,289,2013-07-01,321,344,12,-75.0,847.0,2013-07-01
276,291,2013-07-02,322,345,12,-74.0,849.0,2013-07-02
277,290,2013-07-03,323,345,12,-74.0,847.0,2013-07-03
278,292,2013-07-04,324,346,12,-75.0,850.0,2013-07-04
279,294,2013-07-06,325,346,12,-74.0,847.0,2013-07-06
280,295,2013-07-07,326,347,12,-72.0,848.0,2013-07-07
281,296,2013-07-08,327,347,12,-74.0,848.0,2013-07-08
282,293,2013-07-09,328,348,12,-75.0,847.0,2013-07-09
283,298,2013-07-10,329,348,12,-74.0,847.0,2013-07-10
284,297,2013-07-11,330,349,12,-75.0,848.0,2013-07-11
285,303,2013-07-12,331,349,12,-74.0,848.0,2013-07-12
286,300,2013-07-13,332,350,12,-76.0,849.0,2013-07-13
287,299,2013-07-14,333,350,12,-75.0,849.0,2013-07-14
288,301,2013-07-15,334,351,12,-74.0,852.0,2013-07-15
289,302,2013-07-16,335,352,12,-76.0,852.0,2013-07-16
290,305,2013-07-17,336,352,12,-76.0,852.0,2013-07-17
291,304,2013-07-18,337,353,12,-75.0,853.0,2013-07-18
292,306,2013-07-19,338,353,12,-78.0,848.0,2013-07-19
293,308,2013-07-20,339,354,12,-76.0,849.0,2013-07-20
294,307,2013-07-21,340,354,12,-76.0,851.0,2013-07-21
295,310,2013-07-22,341,355,12,-77.0,852.0,2013-07-22
296,309,2013-07-23,342,355,12,-76.0,851.0,2013-07-23
297,311,2013-07-24,343,356,12,-77.0,850.0,2013-07-24
298,317,2013-07-25,344,356,12,-77.0,851.0,2013-07-25
299,312,2013-07-26,345,357,12,-77.0,853.0,2013-07-26
300,314,2013-07-27,346,357,12,-76.0,853.0,2013-07-27
301,313,2013-07-28,347,358,12,-77.0,851.0,2013-07-28
302,315,2013-07-29,348,358,12,-74.0,850.0,2013-07-29
303,316,2013-07-30,349,359,12,-75.0,852.0,2013-07-30
304,318,2013-07-31,350,359,12,-76.0,853.0,2013-07-31
305,320,2013-08-01,351,0,1,-75.0,853.0,2013-08-01
306,319,2013-08-02,352,0,1,-77.0,854.0,2013-08-02
307,323,2013-08-03,353,1,1,-75.0,855.0,2013-08-03
308,322,2013-08-04,354,1,1,-75.0,857.0,2013-08-04
309,321,2013-08-05,355,2,1,-75.0,857.0,2013-08-05
310,324,2013-08-06,356,2,1,-77.0,856.0,2013-08-06
311,325,2013-08-07,357,3,1,-76.0,857.0,2013-08-07
312,326,2013-08-17,366,7,1,-76.0,861.0,2013-08-17
313,328,2013-08-18,367,8,1,-76.0,862.0,2013-08-18
314,330,2013-08-19,368,8,1,-77.0,863.0,2013-08-19
315,331,2013-08-20,369,9,1,-75.0,865.0,2013-08-20
316,332,2013-08-21,370,9,1,-79.0,865.0,2013-08-21
317,333,2013-08-22,371,10,1,-77.0,865.0,2013-08-22
318,334,2013-08-23,372,10,1,-76.0,866.0,2013-08-23
319,335,2013-08-24,373,11,1,-79.0,866.0,2013-08-24
320,337,2013-08-25,374,11,1,-79.0,866.0,2013-08-25
321,336,2013-08-26,375,12,1,-77.0,867.0,2013-08-26
322,340,2013-08-27,376,12,1,-78.0,870.0,2013-08-27
323,338,2013-08-28,377,13,1,-78.0,870.0,2013-08-28
324,339,2013-08-29,378,13,1,-78.0,869.0,2013-08-29
325,341,2013-08-30,379,14,1,-79.0,870.0,2013-08-30
326,343,2013-08-31,380,14,1,-79.0,870.0,2013-08-31
327,345,2013-09-01,381,15,1,-79.0,871.0,2013-09-01
328,344,2013-09-02,382,15,1,-76.0,872.0,2013-09-02
329,342,2013-09-03,383,16,1,-77.0,874.0,2013-09-03
330,346,2013-09-04,384,16,1,-77.0,875.0,2013-09-04
331,351,2013-09-05,385,17,1,-78.0,874.0,2013-09-05
332,347,2013-09-06,386,17,1,-77.0,873.0,2013-09-06
333,349,2013-09-07,387,18,1,-78.0,874.0,2013-09-07
334,350,2013-09-08,388,18,1,-79.0,875.0,2013-09-08
335,348,2013-09-09,389,19,1,-79.0,875.0,2013-09-09
336,352,2013-09-10,390,19,1,-78.0,875.0,2013-09-10
337,353,2013-09-11,391,20,1,-78.0,875.0,2013-09-11
338,354,2013-09-12,392,20,1,-77.0,876.0,2013-09-12
339,355,2013-09-13,393,21,1,-76.0,877.0,2013-09-13
340,356,2013-09-14,394,21,1,-79.0,878.0,2013-09-14
341,357,2013-09-15,395,22,1,-77.0,878.0,2013-09-15
342,358,2013-09-16,396,22,1,-78.0,879.0,2013-09-16
343,359,2013-09-18,397,23,1,-75.0,880.0,2013-09-18
344,360,2013-09-19,398,23,1,-79.0,880.0,2013-09-19
345,361,2013-09-20,399,24,1,-79.0,881.0,2013-09-20
346,363,2013-09-21,400,24,1,-79.0,881.0,2013-09-21
347,362,2013-09-22,401,25,1,-79.0,882.0,2013-09-22
348,365,2013-09-23,402,25,1,-78.0,883.0,2013-09-23
349,364,2013-09-24,403,25,1,-80.0,883.0,2013-09-24
350,367,2013-09-25,404,26,1,-78.0,884.0,2013-09-25
351,366,2013-09-26,405,26,1,-82.0,885.0,2013-09-26
352,374,2013-09-27,406,27,1,-81.0,886.0,2013-09-27
353,370,2013-09-28,407,27,1,-81.0,887.0,2013-09-28
354,369,2013-09-29,408,28,1,-80.0,887.0,2013-09-29
355,368,2013-09-30,409,28,1,-81.0,887.0,2013-09-30
356,373,2013-10-01,410,29,1,-81.0,888.0,2013-10-01
357,372,2013-10-02,411,29,1,-82.0,887.0,2013-10-02
358,371,2013-10-03,412,30,2,-80.0,888.0,2013-10-03
359,376,2013-10-04,413,30,2,-82.0,888.0,2013-10-04
360,375,2013-10-05,414,31,2,-79.0,889.0,2013-10-05
361,377,2013-10-06,415,31,2,-82.0,890.0,2013-10-06
362,378,2013-10-07,416,32,2,-79.0,889.0,2013-10-07
363,379,2013-10-08,417,32,2,-82.0,890.0,2013-10-08
364,380,2013-10-09,418,33,2,-79.0,891.0,2013-10-09
365,381,2013-10-10,419,33,2,-82.0,891.0,2013-10-10
366,385,2013-10-11,420,33,2,-80.0,892.0,2013-10-11
367,382,2013-10-12,421,34,2,-81.0,890.0,2013-10-12
368,384,2013-10-13,422,34,2,-82.0,891.0,2013-10-13
369,383,2013-10-14,423,35,2,-81.0,892.0,2013-10-14
370,386,2013-10-15,424,35,2,-81.0,893.0,2013-10-15
371,393,2013-10-16,425,36,2,-81.0,893.0,2013-10-16
372,388,2013-10-17,426,36,2,-79.0,893.0,2013-10-17
373,392,2013-10-18,427,37,2,-81.0,893.0,2013-10-18
374,391,2013-10-19,428,37,2,-81.0,894.0,2013-10-19
375,387,2013-10-20,429,38,2,-82.0,895.0,2013-10-20
376,390,2013-10-21,430,38,2,-82.0,896.0,2013-10-21
377,389,2013-10-22,431,39,2,-83.0,895.0,2013-10-22
378,395,2013-10-23,432,39,2,-80.0,896.0,2013-10-23
379,394,2013-10-24,433,40,2,-81.0,895.0,2013-10-24
380,397,2013-10-26,434,40,2,-80.0,896.0,2013-10-26
381,396,2013-10-27,435,40,2,-81.0,896.0,2013-10-27
382,398,2013-10-28,436,41,2,-81.0,897.0,2013-10-28
383,399,2013-10-29,437,41,2,-82.0,898.0,2013-10-29
384,400,2013-10-30,438,42,2,-79.0,899.0,2013-10-30
385,401,2013-10-31,439,42,2,-80.0,899.0,2013-10-31
386,404,2013-11-01,440,43,2,-80.0,899.0,2013-11-01
387,402,2013-11-02,441,43,2,-81.0,900.0,2013-11-02
388,405,2013-11-03,442,44,2,-80.0,900.0,2013-11-03
389,403,2013-11-04,443,44,2,-81.0,901.0,2013-11-04
390,407,2013-11-16,455,50,2,-84.0,905.0,2013-11-16
391,406,2013-11-17,456,50,2,-83.0,905.0,2013-11-17
392,409,2013-11-24,463,53,2,-86.0,906.0,2013-11-24
393,410,2013-11-25,464,54,2,-84.0,906.0,2013-11-25
394,412,2013-11-26,465,54,2,-85.0,906.0,2013-11-26
395,415,2013-11-27,466,55,2,-85.0,907.0,2013-11-27
396,411,2013-11-28,467,55,2,-84.0,907.0,2013-11-28
397,414,2013-11-29,468,55,2,-85.0,907.0,2013-11-29
398,413,2013-11-30,469,56,2,-85.0,908.0,2013-11-30
399,475,2013-12-02,470,56,2,-85.0,907.0,2013-12-02
400,479,2013-12-03,471,57,2,-84.0,906.0,2013-12-03
401,416,2013-12-04,472,57,2,-84.0,907.0,2013-12-04
402,417,2013-12-05,473,58,2,-86.0,907.0,2013-12-05
403,420,2013-12-06,474,58,2,-84.0,906.0,2013-12-06
404,419,2013-12-07,475,59,2,-85.0,906.0,2013-12-07
405,418,2013-12-08,476,59,2,-85.0,906.0,2013-12-08
406,421,2013-12-09,477,60,3,-85.0,907.0,2013-12-09
407,422,2013-12-18,486,64,3,-84.0,904.0,2013-12-18
408,473,2013-12-19,487,64,3,-85.0,904.0,2013-12-19
409,480,2013-12-20,488,64,3,-87.0,903.0,2013-12-20
410,423,2013-12-21,489,65,3,-85.0,904.0,2013-12-21
411,434,2013-12-22,490,65,3,-87.0,903.0,2013-12-22
412,433,2013-12-23,491,66,3,-86.0,903.0,2013-12-23
413,427,2013-12-24,492,66,3,-86.0,903.0,2013-12-24
414,426,2013-12-25,493,67,3,-84.0,902.0,2013-12-25
415,429,2013-12-26,494,67,3,-85.0,902.0,2013-12-26
416,431,2013-12-27,495,68,3,-86.0,900.0,2013-12-27
417,428,2013-12-28,496,68,3,-85.0,901.0,2013-12-28
418,425,2013-12-29,497,69,3,-86.0,901.0,2013-12-29
419,424,2013-12-30,498,69,3,-86.0,901.0,2013-12-30
420,432,2013-12-31,499,69,3,-84.0,899.0,2013-12-31
421,430,2014-01-01,500,70,3,-85.0,897.0,2014-01-01
422,435,2014-01-02,501,70,3,-86.0,898.0,2014-01-02
